30.33;0.46;-28;1010.67;1012.70;24.87;88.20
28.25;0.53;-24;1013.99;1012.67;24.88;88.44
30.33;0.67;-28;1023.97;1012.67;24.90;88.50
30.75;0.39;-28;1012.89;1012.66;24.91;88.52
31.17;0.88;-24;1013.99;1012.68;24.96;88.38
30.75;0.39;-24;1012.89;1012.66;25.03;88.53
31.58;0.32;-24;1012.89;1012.66;25.05;88.52
29.92;0.39;-24;1015.10;1012.69;25.06;88.28
29.92;0.39;-24;1008.46;1012.69;25.08;88.32
30.75;0.39;-24;1012.89;1012.67;25.36;88.44
31.17;0.74;-24;1010.67;1012.69;25.38;88.30
32.00;0.46;-24;1010.67;1012.67;25.45;88.44
33.25;0.32;-24;1017.32;1012.68;25.53;88.35
32.00;0.39;-24;1027.29;1012.65;25.60;88.62
31.58;0.32;-24;1012.89;1012.69;25.62;88.27
31.58;0.39;-24;1021.75;1012.66;25.68;88.61
31.58;0.39;-24;1012.89;1012.68;25.70;88.40
34.92;0.46;-24;1017.32;1012.66;25.72;88.53
32.84;0.53;-24;1019.53;1012.69;25.74;88.28
32.84;1.09;-28;1012.89;1012.71;25.75;88.09
31.58;1.44;-80;1008.46;1012.67;25.81;88.43
32.84;0.46;-24;1016.21;1012.69;25.88;88.28


34.09;-0.17;-24;1016.21;1012.69;25.89;88.30
33.25;0.32;-24;1017.32;1012.67;26.01;88.46
32.84;0.39;-24;1021.75;1012.71;26.04;88.09
32.84;0.32;-28;1013.99;1012.74;26.05;87.85
33.67;0.46;-24;1013.99;1012.67;26.11;88.46
31.58;0.39;-24;1011.78;1012.73;26.41;87.95
34.92;0.46;-24;1013.99;1012.67;26.68;88.45
34.92;0.53;-24;1015.10;1012.66;26.71;88.54
34.92;0.18;-24;1013.99;1012.64;26.72;88.72
35.75;0.46;-24;1015.10;1012.45;27.13;90.27
35.75;0.60;-24;1016.21;1012.26;27.14;91.87
36.59;0.18;0;1013.99;1012.18;27.16;92.60
37.42;0.11;-24;1011.78;1011.96;27.18;94.65
37.42;-0.03;-24;1010.67;1011.78;27.19;95.94
35.75;0.53;-24;1012.89;1011.67;27.21;96.84
36.59;0.18;-24;1013.99;1011.70;27.22;96.58
36.59;0.32;-24;1012.89;1011.59;27.24;97.56
36.17;0.39;-24;1012.89;1011.44;27.26;98.79
34.92;0.46;-28;1013.99;1011.27;27.26;100.23
39.51;0.46;-24;1011.78;1011.18;27.28;100.98
34.92;0.46;-28;1017.32;1011.05;27.30;102.04
37.00;0.46;-24;1011.78;1010.88;27.31;103.48
37.00;0.60;-80;1012.89;1010.78;27.33;104.38
36.59;0.53;-80;1015.10;1010.65;27.34;105.47
37.00;0.32;-24;1008.46;1010.57;27.36;106.11
37.00;0.04;-24;1012.89;1010.39;27.37;107.64
37.00;0.46;-28;1011.78;1010.12;27.39;109.93
37.00;0.32;-28;1011.78;1009.91;27.40;111.68
37.00;1.30;-28;1010.67;1009.73;27.42;113.16
36.59;0.39;-24;1010.67;1009.56;27.43;114.60
36.59;0.32;-28;1008.46;1009.31;27.45;116.72
36.59;0.46;-24;1010.67;1009.11;27.46;118.43
34.92;0.46;-28;1011.78;1008.84;27.48;120.64
36.59;0.39;-28;1009.56;1008.52;27.49;123.38
37.84;1.09;-28;1009.56;1008.23;27.51;125.84
36.59;0.46;-24;1015.10;1007.95;27.52;128.18
36.59;0.53;-24;1010.67;1007.62;27.54;130.92
37.42;0.46;-24;1006.24;1007.24;27.56;134.12
36.59;0.46;-28;1019.53;1006.94;27.57;136.71
37.42;0.46;-28;1008.46;1006.51;27.59;140.28
37.42;0.46;-24;1018.43;1006.21;27.60;142.82
36.59;0.46;-28;1008.46;1005.86;27.62;145.84
40.76;0.46;-28;1006.24;1005.49;27.64;148.93
38.26;0.25;-28;1008.46;1005.15;27.65;151.76
37.84;0.18;-24;1007.35;1004.74;27.67;155.24
37.84;0.74;-24;1007.35;1004.32;27.68;158.81
37.42;0.60;-84;1005.13;1003.89;27.70;162.43
37.42;0.60;-24;1004.02;1003.51;27.72;165.67
37.42;0.46;-28;1004.02;1002.99;27.73;170.04
42.01;0.46;-28;1005.13;1002.61;27.74;173.32
38.26;0.46;-24;1002.92;1002.16;27.76;177.12
37.84;0.39;-24;1001.81;1001.78;27.77;180.34
39.92;0.32;-28;1004.02;1001.52;27.79;182.50
37.84;0.53;-84;1004.02;1001.44;27.80;183.15
38.67;0.39;-84;1010.67;1001.43;27.81;183.28
37.84;0.60;0;1001.81;1001.38;27.83;183.73
37.84;0.53;-24;1001.81;1001.30;27.85;184.11
38.67;0.39;-28;999.59;1001.36;27.86;183.85
38.67;0.60;-28;1001.81;1001.32;27.88;184.23
37.84;0.46;-28;996.27;1001.32;27.89;184.18
38.67;0.46;-28;1001.81;1001.39;27.91;183.64
38.67;0.74;-80;1005.13;1001.39;27.92;183.64
38.67;0.46;-24;1002.92;1001.32;27.94;184.17
39.09;0.32;-24;1001.81;1001.27;27.95;184.63
38.67;0.53;3940;1008.46;1001.68;27.95;181.16
40.76;0.32;3944;1008.46;1002.54;27.88;173.23
38.67;0.53;3968;1005.13;1003.67;27.86;164.33
39.09;0.25;3944;1010.67;1004.85;27.82;154.34
36.59;0.46;3944;999.59;1005.93;27.79;145.20
37.84;1.02;3952;1008.46;1007.05;27.76;135.72
38.26;0.46;3944;1009.56;1008.14;27.73;126.54
39.09;-0.03;3944;1009.56;1009.38;27.71;116.10
37.42;0.39;3916;1023.97;1011.71;27.67;96.53
